text,label,split,template_family,subset,notes
delete my files after moving square rover on charlie lane 26,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_unsafe_25,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
disable security tools around grid cursor on alpha lane 104,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_103,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the latent bot sample 8 rightward on alpha lane 8,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_clean_7,clean,Executable VectorBot action paraphrase.
delete my files after moving grid token on alpha lane 116,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_115,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the bright token sample 8 leftward on bravo lane 8,MOVE_LEFT,validation,vectorbot_validation_MOVE_LEFT_clean_7,clean,Executable VectorBot action paraphrase.
delete my files after moving hidden vector sample 26 on bravo lane 26,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_unsafe_25,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the router point sample 8 upward on charlie lane 8,MOVE_UP,test,vectorbot_test_MOVE_UP_clean_7,clean,Executable VectorBot action paraphrase.
what is the weather near small rover on alpha lane 115,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unrelated_114,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
toggle the lamp on alpha lane 13,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_demo_anchor_12,demo_anchor,Executable VectorBot action paraphrase.
up test robot alpha lane 22,MOVE_UP,train,vectorbot_train_MOVE_UP_terse_21,terse,Executable VectorBot action paraphrase.
restore the grid state for cell marker sample 14 on alpha lane 14,RESET,train,vectorbot_train_RESET_clean_13,clean,Executable VectorBot action paraphrase.
move left and switch the light for sketch tile on alpha lane 100,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_99,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
could you take the tiny square sample 41 leftward on alpha lane 41,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_polite_40,polite,Executable VectorBot action paraphrase.
toggle the lamp on alpha lane 37,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_demo_anchor_36,demo_anchor,Executable VectorBot action paraphrase.
head toward the right wall with vector sprite on alpha lane 12,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_spatial_synonym_11,spatial_synonym,Executable VectorBot action paraphrase.
delete my files after moving field rover on alpha lane 26,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_25,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
paint the robot purple on alpha lane 54,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_53,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
write a haiku about quiet bot sample 7 on bravo lane 7,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_unrelated_6,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
restore the grid state for panel bot sample 2 on bravo lane 2,RESET,validation,vectorbot_validation_RESET_clean_1,clean,Executable VectorBot action paraphrase.
restore the initial grid setup for toy agent on alpha lane 9,RESET,train,vectorbot_train_RESET_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
could you take the silver icon leftward on alpha lane 11,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_polite_10,polite,Executable VectorBot action paraphrase.
down visual cell alpha lane 40,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_terse_39,terse,Executable VectorBot action paraphrase.
recommend a lunch place for lab robot on alpha lane 13,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unrelated_12,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
down pixel bot alpha lane 28,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_terse_27,terse,Executable VectorBot action paraphrase.
qzx canvas tile lampward blue packet on alpha lane 99,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_98,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
reset the board on alpha lane 31,RESET,train,vectorbot_train_RESET_demo_anchor_30,demo_anchor,Executable VectorBot action paraphrase.
could you take the lamp switch rightward on alpha lane 35,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_polite_34,polite,Executable VectorBot action paraphrase.
make the VectorBot better around square rover sample 107 on alpha lane 107,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_ambiguous_106,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the blue marker leftward on alpha lane 2,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_clean_1,clean,Executable VectorBot action paraphrase.
advance the floor marker toward the top on alpha lane 21,MOVE_UP,train,vectorbot_train_MOVE_UP_paraphrase_20,paraphrase,Executable VectorBot action paraphrase.
shift the vector sprite to the lower cell on alpha lane 12,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_spatial_synonym_11,spatial_synonym,Executable VectorBot action paraphrase.
could you take the test robot sample 5 downward on bravo lane 5,MOVE_DOWN,validation,vectorbot_validation_MOVE_DOWN_polite_4,polite,Executable VectorBot action paraphrase.
toggle the lamp on alpha lane 31,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_demo_anchor_30,demo_anchor,Executable VectorBot action paraphrase.
move the field rover sample 76 up and then right on alpha lane 76,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_75,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
take one step south on bravo lane 1,MOVE_DOWN,validation,vectorbot_validation_MOVE_DOWN_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
